nrbits,toffoli_desc_conf,nr_qubits_output,depth_input,depth_output,process_time
4,mebbij,28,37,118,3.765350000000012
5,gkcdhdgm,35,54,233,12.772576000000072
5,bcebggcb,30,54,209,9.029093999999986
5,kbmjkjgl,40,54,195,7.371258000000012
5,nmlgmbmk,30,54,227,7.818191999999954
5,bmhclbce,26,54,186,6.852356999999984
5,dekggbjm,32,54,211,10.307239999999979
5,benhcbdf,31,54,215,8.719269999999938
5,cigmcngd,28,54,205,7.386275000000069
5,dlbdhikg,27,54,238,9.484980000000064
5,fbmhegmf,31,54,269,13.558889000000022
5,cfhenenj,37,54,205,9.547835999999961
5,bjfdchfg,29,54,204,9.02214499999991
5,fjcfbmnd,26,54,194,7.10279700000001
5,kjbdkfhi,29,54,206,8.61852799999997
5,nmfkgbkd,29,54,202,10.844316000000049
5,ijhmlkml,27,54,166,6.120396000000028
5,bdcggelk,35,54,251,10.72957699999995
5,fgegendm,34,54,249,12.802142000000003
5,jlnfcfdk,42,54,190,8.281727000000046
5,bbmedcmk,26,54,168,7.170071000000007
5,hfigebdg,27,54,249,12.238614999999982
5,bbklhhgf,34,54,248,12.503764000000047
5,nmjbhbhm,28,54,150,6.028718000000026
5,bcgbemgl,30,54,203,7.921782000000007
5,flmmlddj,30,54,191,6.989291999999978
5,ignljkce,34,54,165,8.176361000000043
5,fdfnifch,28,54,267,10.89267099999995
5,fckmmjnd,42,54,177,7.315162999999984
5,ijidjgii,28,54,144,4.716932999999926
5,kmnejimd,38,54,196,6.688118000000031
5,bcgkhnii,25,54,231,7.8425620000000436
5,fbidhhne,28,54,229,9.150067000000035
5,ibhhijki,27,54,174,7.053808000000004
5,fdhjielm,40,54,238,10.693986999999993
5,hlhmgbmk,29,54,269,11.962612000000036
5,ecnimfkc,27,54,181,6.592959999999948
5,ginmnjlk,27,54,191,5.925503999999933
5,lkdmjnfi,28,54,196,7.0994479999999385
5,ficnmchb,27,54,198,7.004015999999979
5,ijdhjfim,32,54,146,6.142510000000016
5,jejiemhn,27,54,183,6.143071000000077
5,cdmiibmc,24,54,196,5.304130999999984
5,enffienj,30,54,223,8.677628000000027
5,ngimnlbd,28,54,192,5.877073999999993
5,nijjlkgi,28,54,171,5.267977999999971
5,dhccmbdb,36,54,228,6.687007999999992
5,cgmndkbg,33,54,196,7.378228999999919
5,hbicljfe,24,54,182,7.362887000000001
5,lgjdhbeh,27,54,227,11.221686999999974
5,kfgfbkdk,34,54,296,17.421869000000015
5,gmnbehjh,39,54,209,9.291366999999923
5,hdfdhgkm,30,54,262,13.836493000000019
5,nhbegjmm,34,54,197,7.150610000000029
5,gnnjgegm,31,54,197,7.292941999999925
5,bigimnfh,33,54,225,7.8833720000000085
5,jebmflmi,28,54,183,6.236462999999958
5,eilgimke,27,54,190,9.427322999999888
5,cemkckil,33,54,214,8.419752000000017
5,lbjiingb,34,54,179,5.992897999999968
5,jmffmili,31,54,166,7.428578000000016
5,kfjjfblg,35,54,182,8.895938999999998
5,hhchhgbf,34,54,307,15.355111999999963
5,hidljclj,27,54,194,5.415606999999909
5,dfhnbdeb,26,54,241,9.169923000000153
5,nfbeiijb,28,54,140,5.510537999999997
5,jlmnlkfg,37,54,243,8.604227999999921
5,bjicknnj,29,54,182,4.683307999999897
5,ncbhkdig,30,54,266,9.10918700000002
5,kjbjjfin,36,54,160,4.8248550000000705
5,inkgiggg,26,54,264,10.277479000000085
5,blhdkigi,32,54,226,8.236833999999817
5,ldkimcig,33,54,235,8.273523000000068
5,lbfjccnd,28,54,198,6.398496999999907
5,mmhnldfd,24,54,194,7.759269000000131
5,ljlhhije,29,54,200,8.575788000000102
5,dhkkbjfe,32,54,245,12.54403400000001
5,hlbignkm,37,54,254,9.583494999999857
5,cclmhlec,34,54,185,7.253692000000001
5,jgndfkek,28,54,208,9.324875999999904
5,bedijlje,28,54,171,6.199535999999853
5,dcbnhbeh,28,54,191,7.8332889999999225
5,kdblbcmd,28,54,192,7.0607890000001134
5,cljkjkic,41,54,216,6.444788000000017
5,jhmnhdcf,40,54,197,8.318049999999857
5,lfmhnndn,32,54,218,8.745410999999876
5,knfcgkmc,35,54,195,8.72862699999996
5,ddfdnmdg,33,54,207,8.945875000000115
5,egfklhml,32,54,254,13.099142999999913
5,kjdihcgn,29,54,180,7.687967999999955
5,kcgljiic,36,54,170,7.5677599999999074
5,ebicmgkf,25,54,205,8.537434000000076
5,bchbdjbg,31,54,203,7.409621999999899
5,mieckdin,28,54,190,6.898153999999977
5,jlmgegeh,36,54,253,10.926944000000049
5,medlnbeb,30,54,196,7.463846000000103
5,imdhilen,34,54,163,6.3861799999999675
5,mkdcnlfl,34,54,222,7.601814999999988
5,lbdcjdmi,28,54,200,5.40371499999992
5,hniidkbn,39,54,185,7.403152999999975
5,jblmdhki,31,54,232,7.852245000000039
6,hgigbibdde,36,71,303,17.735750999999937
6,llbcnfindk,31,71,246,11.29655200000002
6,igfccmfeig,39,71,256,14.789080000000013
6,mnbfdngeld,38,71,256,14.005803000000014
6,hcgjnhfbkg,38,71,273,18.151882999999998
6,kkeiemlein,44,71,281,17.026010000000042
6,lkbfidemen,33,71,277,16.05655999999999
6,ebfhfjgkkh,48,71,322,25.02789800000005
6,bckjjhiiil,50,71,239,9.789956999999958
6,bhfclcihik,40,71,256,15.10639100000003
6,hgfldhlimm,33,71,351,19.61828400000013
6,imidlllcdi,26,71,205,8.826733999999988
6,llihmbilii,32,71,231,10.824224000000186
6,nnkknmhnim,37,71,214,9.8948069999999
6,dilgemgbml,37,71,317,16.047225000000026
6,mgmigegdhe,31,71,269,17.172403999999915
6,lbcdilnkml,29,71,252,10.209242000000131
6,inmhcnkjcg,36,71,237,10.350100000000111
6,glginggbkm,37,71,287,15.282758999999942
6,ijfeddnjmk,34,71,226,9.087631000000101
6,hgcgnecicd,44,71,277,16.32718399999999
6,hheekjnebl,36,71,325,20.722402999999986
6,ljkdbjgnem,34,71,269,10.973130999999967
6,bmhclenjid,41,71,205,10.159400999999889
6,enblmjfdlc,36,71,181,8.856574000000137
6,bkcgmfegmn,33,71,305,16.80122499999993
6,kcnkicflcd,50,71,259,12.844957000000022
6,dmmnbjdeml,49,71,252,10.193055000000186
6,kkkgklcebc,35,71,298,20.08407000000011
6,dflgjmmlnh,36,71,280,14.801120999999966
6,cghhfhcnfd,46,71,365,27.83726999999999
6,kdhbfcjmni,52,71,248,14.003896999999824
6,bjmjbdikij,36,71,187,6.943410000000085
6,ecdjbfebdd,55,71,245,14.998007000000143
6,cinnknkdcb,44,71,244,10.750268000000005
6,njklcimnfd,38,71,235,11.198744999999917
6,chigecchel,41,71,324,18.701857999999902
6,mmejiblfnf,36,71,228,10.022104000000127
6,beigcdkeei,29,71,262,15.312132999999903
6,lgilffffii,41,71,308,18.06020699999999
6,jhckhdfhdl,37,71,296,19.52758700000004
6,jgeegnggfe,33,71,309,22.509572000000162
6,kjkliekenk,33,71,316,18.247247000000016
6,hedjgelhgb,34,71,300,19.032719999999927
6,bfcbifdnhd,42,71,230,13.43767600000001
6,lbicdjnmde,39,71,221,9.315544000000045
6,jgfhcgbldg,27,71,377,20.971861000000217
6,hjncnfhind,37,71,264,11.490522000000055
6,mkbnggehkj,48,71,307,19.31551199999967
6,bkmknghehm,38,71,316,20.177024999999958
6,edfchblgkj,52,71,325,19.398691999999755
6,fhclkkhgmj,40,71,304,19.76157000000012
6,klgnehefih,39,71,320,28.189327999999932
6,egdjelfkgb,38,71,301,20.101668999999674
6,ibfeknmgmf,39,71,270,17.04453199999989
6,dkldjleccd,40,71,322,15.595290000000205
6,cncfhdbclh,50,71,287,16.204533999999967
6,mbckifldbh,35,71,287,13.778628000000026
6,dfleenefnf,35,71,323,22.29215000000022
6,bkjknbimgn,35,71,282,12.558118999999806
6,lgnkdgihdj,31,71,257,13.461019999999735
6,fkfmcclflb,39,71,282,15.378740999999991
6,gmcnhhfbcb,38,71,299,16.38671199999999
6,mkejccgjlg,35,71,273,13.240315999999893
6,imglhgmjmk,31,71,272,13.528044000000136
6,cenfgnkncf,31,71,247,14.356037999999899
6,hkkbfenlcc,33,71,298,17.315537999999833
6,fcefiibeie,35,71,250,15.807682999999997
6,ekkbdgbdde,51,71,372,23.182762999999795
6,beecgbikdn,34,71,263,15.094262999999955
6,kmldknkijl,39,71,261,13.13203999999996
6,bimcihnhkn,30,71,256,8.824333999999908
6,gciliefnin,39,71,249,11.088964999999916
6,memncmlmin,32,71,208,7.237517999999909
6,imicbbhcge,40,71,230,12.591004999999768
6,bfklnfjhcg,42,71,246,14.905498999999963
6,fdcmibhegj,41,71,224,13.095634000000246
6,bgfflkfggm,34,71,334,27.4734269999999
6,cllnjkgdkj,44,71,218,10.7392219999997
6,beknhkggce,40,71,282,20.82730900000024
6,nhknckemfh,48,71,295,18.758928999999625
6,cbhikncgmk,43,71,257,13.88238500000034
6,hcigfliceh,32,71,326,18.198335000000043
6,fbdbdngmlc,42,71,275,13.468569000000116
6,ikemgnhelc,40,71,342,16.71986599999991
6,jjelbcbhik,38,71,267,10.862867000000278
6,mefibdbicn,37,71,241,12.02679500000022
6,ffmngjkfnl,39,71,275,13.502927
6,encnkhllbf,31,71,259,13.329287999999906
6,bdlfgfmggb,39,71,296,17.862646999999924
6,cmbjbbdgfe,39,71,282,12.256108999999924
6,cnehhfikhd,48,71,309,23.138902000000144
6,gjekigfkle,41,71,303,21.621761999999762
6,ifjdkbgbnk,37,71,259,12.757590999999593
6,hhjnhilhgj,40,71,313,16.833861999999954
6,hmjgcmcddc,32,71,283,13.003751999999622
6,dbhcjmkcnd,35,71,207,11.310935999999856
6,kcknhnglcd,44,71,289,14.62302499999987
6,bjihblfeki,34,71,256,13.02068300000019
6,nbkmjgdllc,32,71,242,10.722952000000078
7,jgfelifbjigi,35,88,341,23.633968000000095
7,nkjefbbghgnm,36,88,302,24.28783199999998
7,jbllnlbkcjlm,38,88,251,12.437445000000025
7,kdnnlfmhihmj,41,88,278,19.343825999999808
7,ffgnclcnejgf,46,88,364,31.086021999999957
7,iefknhkhdmej,44,88,357,29.49172200000021
7,mnkcgdbhdbje,49,88,287,21.843438999999762
7,ekifkknkfjdg,42,88,393,36.845398999999816
7,gbnnnnidcigk,38,88,277,15.938340000000153
7,ckegikdifkld,45,88,401,33.41886799999975
7,echmnmifbfgb,46,88,281,23.676472999999987
7,nbjikjekfnlk,47,88,322,20.838590999999724
7,ghjbjcehgngl,41,88,366,23.489374000000225
7,mkfjcehiknnn,41,88,313,19.72756900000013
7,cjdlbgejcdim,42,88,279,15.49423200000001
7,klcbndkfegfm,46,88,334,26.41065400000025
7,jghhceecdnkl,47,88,423,29.62914600000022
7,lnbkdbekenih,42,88,287,24.461154999999962
7,cfbnkkkmbhmi,40,88,318,24.16638299999977
7,hbfbmlbcdjmn,39,88,332,17.149929000000157
7,jjmhfhfhcnhb,51,88,365,27.46819000000005
7,embcmhdfndhi,47,88,355,20.76425399999971
7,iknbggbffnmm,41,88,336,24.45668999999998
7,bednhgehljnm,40,88,327,22.407970000000205
7,ilcfhkdcmhnm,54,88,404,30.84264600000006
7,mbcggblhcgeh,47,88,342,27.13311700000031
7,dcfgencmibik,34,88,342,24.015382000000045
7,nhffbebbljij,41,88,311,20.6524730000001
7,ldhddnmdneic,38,88,350,23.530735999999706
7,bfedhfgmgheb,41,88,368,39.52947899999981
7,ljicjciddcle,36,88,282,15.744067000000086
7,mfflnfdmfhgm,41,88,404,30.72962899999993
7,limnnlnlemil,45,88,278,15.203592999999728
7,blnbglkdghkc,47,88,367,27.730321999999887
7,ickkefemgmel,38,88,351,32.89989999999989
7,icbijlkdmbge,48,88,282,17.891369999999824
7,fhjdnnjnemfe,39,88,259,19.1640510000002
7,lhenhljckhcm,39,88,330,23.96896199999992
7,gflndmfgnkeh,45,88,387,36.226676000000225
7,lbhnmhdibhfb,37,88,305,21.040095000000292
7,icglmnlicgcc,61,88,301,17.45478600000024
7,knhgkmbdkegl,46,88,384,32.76926700000013
7,ebinddlhnjkn,38,88,285,16.27867900000001
7,fjfblcijlicg,34,88,275,16.257411000000047
7,lehbbhlbbjkj,44,88,325,22.339159999999993
7,kbcflfmhfdfn,39,88,378,30.72605300000032
7,migbcjkbblil,47,88,251,16.455501999999797
7,fbmnegbfgiic,37,88,348,25.93667000000005
7,nfnkikehjmde,43,88,277,25.44446199999993
7,cndfeemkngfh,34,88,309,28.6170460000003
7,mfbfmhfhieme,49,88,406,38.78977499999928
7,flkjdbcnelni,36,88,313,20.029066999999486
7,jlkcgnihcfnh,38,88,307,22.080988000000616
7,kjlbjngjcddb,47,88,254,15.288978000000498
7,bbnjfhfgibbg,36,88,375,25.753019999999196
7,gbjbdbfndkld,54,88,309,20.591895999999906
7,hkfgicjhfffc,58,88,351,37.24431100000038
7,eknjjhilmgbj,38,88,265,13.41003500000079
7,kjhnijngfmmm,42,88,259,15.623469000000114
7,ilndhmefjfkl,42,88,280,21.39714400000048
7,immcngenckff,41,88,332,21.691272000000026
7,jfhfnjefnglf,39,88,387,28.403967999999622
7,kjnjgldilbcb,37,88,255,15.30001700000048
7,kfddlkenleem,44,88,365,33.36856900000021
7,hhljijnmlbcj,45,88,291,13.404602999999952
7,ddmdcklnlmdn,43,88,277,16.139067000000068
7,iidecfikmgcf,42,88,335,23.0858989999997
7,ijblhgbcknln,47,88,328,20.304205999999795
7,iefckmgibgln,41,88,319,23.71958900000027
7,ihccjcdckjdc,55,88,261,16.701355999999578
7,egfmbffmheii,67,88,355,38.38984299999993
7,ljndnchkmeib,42,88,340,17.718850000000202
7,lfnkcenfgile,41,88,396,29.012883999999758
7,ceibdefnibcd,38,88,325,22.467000000000553
7,gdkkekkclilf,45,88,384,35.44156099999964
7,jmhdjidhkhjm,37,88,327,19.00797799999964
7,immllbmmlebn,49,88,313,14.272509999999784
7,glkldfmmgmim,43,88,392,30.236981000000014
7,lmgnnhgkgmnb,44,88,323,21.86462399999982
7,bkihgbckemlg,45,88,411,32.55955300000005
7,jkfjnlgdccmn,41,88,332,17.78309199999967
7,jckknkekkbnd,37,88,327,24.07655100000011
7,bjjjiigkiemn,49,88,272,13.678670000000238
7,fblnmjgkfind,56,88,316,21.08030299999973
7,fhhjhekmeeci,43,88,327,33.34241199999997
7,fkmbdidkebjl,40,88,358,24.627001999999266
7,nbfiekchedhc,47,88,392,32.23733600000014
7,ecjfiilnjldf,35,88,238,14.843463000000156
7,mcfnjkbjkdek,50,88,286,20.936055999999553
7,ekddhcndflfn,44,88,313,25.656082000000424
7,nkgfdifmifnj,43,88,360,24.63502199999948
7,ikmfflbeehhi,48,88,394,36.79524500000025
7,imdhghjjkjim,53,88,308,17.80055900000025
7,jjjffmjecldb,44,88,269,16.046667999999954
7,hmgggfjkhcke,53,88,480,43.843980000000556
7,ehgmmnkhcegl,43,88,358,27.36938199999986
7,ghgdmkbhfign,40,88,398,32.02884399999948
7,hhmbkfcdhjel,45,88,403,31.329638999999588
7,hmfkjffgbfmb,46,88,404,35.95085399999971
7,dkfjhigdnbng,38,88,341,26.74446799999987
8,djhkhfmbkjejcl,54,105,363,33.02752899999996
8,hgghdeimcjbkil,48,105,447,40.56764099999964
8,dbkjhmlehigmgi,54,105,357,37.86743200000001
8,ncilblnjkjgkfk,44,105,354,24.732798000000003
8,dmcmilbjfhkjei,48,105,295,23.06533000000036
8,jjbmcmcbkdednj,52,105,351,18.323357999999644
8,bnikkdlimgcdeg,50,105,402,36.12478199999987
8,chgdmiilncjjln,40,105,321,20.240021999999954
8,inklgfkgmdlfib,48,105,419,40.8663660000002
8,dkgiihmgnekfjk,45,105,372,41.617049999999836
8,ndhckcekielefc,57,105,402,43.39140599999973
8,meiieincgcbfci,53,105,339,29.625629000000117
8,gfmmhmdcimncbn,48,105,398,33.58478699999978
8,jmjechcfjjlgbi,46,105,340,26.54152400000021
8,ieegkfeeifndbb,50,105,442,54.03619399999934
8,lldfcdiefghlle,51,105,412,51.14284299999963
8,edjgcfcbncnlbm,50,105,362,33.531560000000354
8,iffbddfndmnfhm,42,105,437,42.79402100000061
8,cmbffbhfdccjgl,42,105,375,33.34772399999929
8,jegickkngbdddl,40,105,448,43.04523800000061
8,mfblfijkifibdm,45,105,395,27.9187179999999
8,lmjiigfnegiibk,45,105,367,29.41276299999936
8,fejmkcmkjdhhfn,54,105,391,38.52349299999969
8,hlgihmcjhikkej,49,105,421,38.0029540000005
8,elbckdlghjglbh,49,105,393,36.75634900000023
8,ehimhimngbnnmm,54,105,311,24.65967400000045
8,gbcehjkkdceben,53,105,463,47.066571000000295
8,iebmdihbcemlgd,54,105,390,35.40820900000017
8,hhgidemnijjked,55,105,401,38.22985499999959
8,imefildicfkfhj,50,105,370,38.167797000000064
8,khneldgkngkbcm,42,105,459,45.5349410000008
8,hgkljdgjijjmgk,40,105,358,30.23549600000024
8,clbgcichgedfcf,40,105,395,38.91366199999993
8,cfkjefmjhgcifj,42,105,373,34.13996899999984
8,idlmhnfdkjngjl,55,105,362,26.74486799999977
8,bicfbnelkhbnme,78,105,385,33.843315000000075
8,hiccfkgibgmime,42,105,470,40.760911000000306
8,hfmdgcdglkgikk,65,105,425,52.003412000000026
8,fejddknhdkkjmb,67,105,429,39.981800999999905
8,lmfbjhggkejkbm,48,105,399,35.18803900000057
8,nnnmfmiicenmnk,48,105,331,18.828175000000556
8,fggbidcjehddji,69,105,424,40.83198999999968
8,mejfbbgcefbflk,49,105,432,46.914913000000524
8,lgnkcfjenenclg,54,105,356,33.27433800000017
8,lknejkggclmbkd,46,105,440,42.87430399999994
8,inbjeedblihhfk,44,105,377,33.94312799999989
8,dkifjjmcgbjbmb,47,105,290,19.62103399999978
8,cihkficemdbenn,53,105,384,34.42985899999985
8,meklgiijjfnllc,51,105,409,26.798835999999937
8,bkbdkejfmiklcd,53,105,380,35.70357199999944
8,bhhjdmkhleekfl,39,105,467,50.11271399999987
8,ghmhcckjmbjjgi,66,105,341,28.456669999999576
8,emcmmdlblcdenc,43,105,371,25.495026999999936
8,gkjebddffccdff,41,105,469,46.911761999999726
8,mfcngmnignfhch,40,105,363,28.92659300000014
8,blmljdnimlfimj,47,105,281,15.099922999999762
8,ccgggdcnnebice,41,105,326,31.2829099999999
8,ldmhkfldglkkgd,49,105,452,47.67586599999959
8,glmgijjjhnjimc,48,105,293,17.093745000000126
8,hmdcceciejbbcn,63,105,370,27.490263000000596
8,eibefimjdljkcb,53,105,349,25.67892699999993
8,jncndnghkhmemk,54,105,361,31.51654099999996
8,bjmccmgcigdehc,54,105,357,27.40520000000015
8,imkijbbfedmibk,50,105,326,26.703474000000824
8,ibfhdgkmjdbhcb,59,105,424,40.750207000000046
8,fkkedcfebgnjmf,55,105,490,54.06526799999938
8,mkmejennhggfcm,58,105,387,39.63158199999998
8,ehfhdmehgdmejb,44,105,456,52.31495300000006
8,eilliibbkmlbkd,42,105,355,28.113021000000117
8,chilbgikdffedc,46,105,402,42.11881799999992
8,cgihhfldhdlhbg,53,105,448,53.62046100000043
8,bebemedmfidgef,39,105,385,44.96090800000002
8,hgnklcdbflnfif,56,105,417,44.117701999999554
8,fgngnmmcngibcf,41,105,366,29.937065000000075
8,lickfhlfdcbefd,42,105,459,56.169629999999415
8,dfghndcdkjelcd,52,105,412,43.28544199999942
8,fmekkjjehmnhgb,49,105,422,40.59193899999991
8,leenkfkgifgfmh,50,105,511,61.07602399999996
8,cgefidillhhfbg,56,105,452,53.10993099999996
8,hhegmcmggenhed,54,105,466,50.80285300000105
8,ijcgjfllhkjggg,45,105,401,35.001383999999234
8,geifbgekhmbmlc,55,105,447,42.60346100000061
8,jmedhjkckbkbgm,57,105,442,36.75072
8,demfidbhlnjkek,53,105,376,33.80013700000018
8,djkjgbblnjfcif,62,105,354,25.095085000000836
8,gfencbnflnhbbj,55,105,361,30.716464999999516
8,mcebdbdkeeebdn,46,105,351,34.6438049999997
8,mgklngidlkggcl,43,105,461,43.48924199999965
8,kdnlneiclhmclk,42,105,434,32.80150499999945
8,hcdedlkgdlfndk,60,105,428,45.7963120000004
8,ebgnkcngfgbkdf,46,105,437,47.370036000000255
8,ihfjjhjkkmkjmg,43,105,365,32.46720400000049
8,dfcejekjihhenh,51,105,479,47.869816999998875
8,deccjdeefbfhdb,42,105,413,38.12678400000004
8,kfgfmmdmbkdkdn,59,105,401,39.80326699999932
8,dendmndbhldnfn,43,105,369,28.272444000000178
8,lnkkeclmgkkbkf,50,105,433,51.87405299999955
8,inchbgkbgmeflf,57,105,548,46.97267800000009
8,njlgmegibhejck,41,105,356,31.20034400000077
8,fflnchbbmcgjkg,49,105,420,38.936265000000276
9,kkhcmjmnhllkjibd,52,122,475,38.14210400000047
9,lkjlmcbdkedbgeef,54,122,511,57.722311000001355
9,emldihinbecgejng,55,122,391,41.1515500000005
9,ffmgdmjgdebecfgf,57,122,464,68.35967700000037
9,dgglkcmbfhbdcfjb,47,122,489,51.66017699999975
9,ijmceikfkbgcggfk,54,122,489,62.294817999998486
9,fckgenkfkjcjkdje,48,122,461,55.06368099999963
9,ijjfcdbdjmkgdjhb,54,122,374,32.04506200000105
9,ljkebgegbmbjjnhg,64,122,428,52.19724200000019
9,ebdigghehngeekng,82,122,530,82.27442299999893
9,elnebnjjcbgdehnj,63,122,450,36.707352999999785
9,fdelidlihcnkiehh,65,122,457,57.24234999999862
9,llihbigijjbikcmd,62,122,425,38.56568799999877
9,mjdnfchfdmnlhbmd,69,122,447,46.26784199999929
9,cnndhfffcimihjjn,69,122,482,46.19176399999924
9,hfgflefhieinijbf,54,122,531,78.18523900000037
9,dhblgiijeibdfebf,48,122,467,53.513865999999325
9,jedbclbmgifbinml,61,122,371,35.54998700000033
9,emilgkkcnfjmknfe,50,122,456,56.536089000001084
9,ecicfllejcnhlhgd,55,122,486,48.466128000000026
9,dgckeiinnmfmgikn,52,122,465,43.45126600000003
9,gbkgmnfdblkjbhdi,61,122,482,57.48197199999959
9,ldlfdjimgnnblhck,63,122,377,41.01489899999979
9,flebnjnbjjbhefhb,55,122,349,40.14234299999953
9,lmnnedmmbbdlhlij,52,122,313,25.744790999999168
9,ninchkhhkmbkcbec,57,122,398,47.95055200000024
9,lnejldemijdmlnme,50,122,381,31.196662000000288
9,kbcddmdcbiijikbi,57,122,454,32.46880400000009
9,cgieickkngjfkied,61,122,500,63.42009700000017
9,bhgbbibhbnglkbif,61,122,448,50.39755400000104
9,jbhecffegcnkdkji,67,122,480,68.4295490000004
9,engdmeflejhhicbn,50,122,441,56.332611000001634
9,idjigilhfjcjeimk,58,122,336,33.13436299999921
9,hbmffkbeglfinehb,50,122,525,73.82028399999945
9,deilmgcnjmbhdgbj,50,122,436,39.90501399999994
9,klhddjefgcfhgdlg,51,122,576,83.833756
9,ldejfkijbiibbkie,55,122,451,45.206740000001446
9,ehkmgeinnhmjllli,45,122,442,47.959310999998706
9,bfmbfeefbkildelf,65,122,520,86.11506999999983
9,lkcmghgkfmmghncf,77,122,589,85.89077700000053
9,jlmbmfbbmeikgikn,52,122,375,42.82592900000054
9,infillgneihechid,54,122,473,54.65212900000006
9,diglccjjfkcndjnc,54,122,379,31.69805500000075
9,mghmgbkeilemnigb,62,122,464,57.445199999998295
9,ncblccbigeflihgn,49,122,411,36.37506100000064
9,ldjjkhljhhfcfcci,59,122,448,53.66627000000153
